"TOA5","BOWDOIN-1","CR1000","16188","CR1000.Std.15","CPU:SENSORKETTE-1-2014.CR1","11029","All"
"TIMESTAMP","RECORD","BatV","PTemp","res(1)","res(2)","res(3)","res(4)","res(5)"
"TS","RN","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2015-07-13 06:20:00",35231,13.59,5.637,"",""," 51,  286139, -150180, 9999, 9999, 9999,  20.35654, -0.367187,  -283  "," 64, -275907,  295159, 9999, 9999, 9999, 12.659547, -2.258057, -2659  ","  2, -257484,   94081, -230, 3719,  464,  1.891594, -3.471436, -4034  "
"2015-07-13 06:30:00",35232,13.57,5.506,"",""," 51,  286172, -150150, 9999, 9999, 9999, 20.362356,  -0.38623,  -279  "," 64, -275841,  295170, 9999, 9999, 9999, 12.684417, -2.258057, -2646  ","  2, -257506,   94074, -232, 3720,  463,  1.894184, -3.490723, -4026  "
"2015-07-13 06:40:00",35233,13.59,5.397,"",""," 51,  286174, -150183, 9999, 9999, 9999, 20.361623,  -0.38623,  -275  "," 64, -275908,  295198, 9999, 9999, 9999, 12.671825,  -2.23877, -2650  ","  2, -257525,   94093, -234, 3714,  467,   1.89398, -3.490723, -4047  "
"2015-07-13 06:50:00",35234,13.56,5.311,"",""," 51,  286184, -150179, 9999, 9999, 9999, 20.365987, -0.405518,  -283  "," 64, -275959,  295185, 9999, 9999, 9999, 12.683048,  -2.23877, -2650  ","  2, -257537,   94080, -236, 3719,  464,  1.888166, -3.510254, -4034  "
"2015-07-13 07:00:00",35235,13.58,5.225,"",""," 51,  286197, -150203, 9999, 9999, 9999, 20.370737,  -0.38623,  -279  "," 64, -275918,  295229, 9999, 9999, 9999, 12.656833, -2.254883, -2650  ","  2, -257534,   94058, -230, 3721,  458,  1.889978, -3.490723, -4030  "
"2015-07-13 07:10:00",35236,13.58,5.14,"",""," 51,  286205, -150204, 9999, 9999, 9999, 20.373872, -0.405518,  -283  "," 64, -275903,  295307, 9999, 9999, 9999, 12.674367, -2.258057, -2650  ","  2, -257568,   94050, -229, 3729,  458,  1.892031, -3.490723, -4034  "
"2015-07-13 07:20:00",35237,13.58,5.051,"",""," 51,  286182, -150204, 9999, 9999, 9999, 20.375673,  -0.38623,  -283  "," 64, -275915,  295265, 9999, 9999, 9999,  12.69882,  -2.23877, -2650  ","  2, -257592,   94094, -226, 3729,  460,  1.891943, -3.490723, -4030  "
"2015-07-13 07:30:00",35238,13.6,5.009,"",""," 51,  286201, -150176, 9999, 9999, 9999, 20.371877,  -0.38623,  -279  "," 64, -275954,  295233, 9999, 9999, 9999, 12.696578, -2.258057, -2654  ","  2, -257551,   94103, -226, 3733,  462,  1.895803, -3.471436, -4030  "
"2015-07-13 07:40:00",35239,13.56,4.945,"",""," 51,  286243, -150218, 9999, 9999, 9999, 20.375986,  -0.38623,  -283  "," 64, -275957,  295291, 9999, 9999, 9999, 12.661071,  -2.23877, -2650  ","  2, -257550,   94100, -223, 3729,  466,  1.895647, -3.471436, -4030  "
"2015-07-13 07:50:00",35240,13.57,4.923,"",""," 51,  286188, -150190, 9999, 9999, 9999, 20.378974, -0.367187,  -279  "," 64, -275996,  295345, 9999, 9999, 9999, 12.677223, -2.258057, -2663  ","  2, -257547,   94112, -224, 3732,  461,  1.894117, -3.490723, -4034  "
"2015-07-13 08:00:00",35241,13.59,4.923,"",""," 51,  286231, -150180, 9999, 9999, 9999, 20.384149,  -0.38623,  -283  "," 64, -276000,  295314, 9999, 9999, 9999, 12.691852,  -2.23877, -2646  ","  2, -257558,   94095, -228, 3733,  460,  1.896162, -3.490723, -4039  "
"2015-07-13 08:10:00",35242,13.58,5.097,"",""," 51,  286214, -150223, 9999, 9999, 9999,  20.38725,  -0.38623,  -283  "," 64, -276004,  295330, 9999, 9999, 9999,  12.68358,  -2.23877, -2646  ","  2, -257557,   94105, -229, 3731,  460,  1.893778, -3.471436, -4034  "
"2015-07-13 08:20:00",35243,13.56,5.377,"",""," 51,  286237, -150232, 9999, 9999, 9999, 20.392347,  -0.38623,  -283  "," 64, -276028,  295351, 9999, 9999, 9999, 12.692996,  -2.23877, -2659  ","  2, -257598,   94114, -231, 3729,  461,  1.892811, -3.529541, -4039  "
"2015-07-13 08:30:00",35244,13.57,5.808,"",""," 51,  286243, -150181, 9999, 9999, 9999, 20.394838, -0.405518,  -279  "," 64, -276005,  295353, 9999, 9999, 9999, 12.653549, -2.274902, -2654  ","  2, -257518,   94109, -231, 3729,  460,   1.89427, -3.490723, -4034  "
"2015-07-13 08:40:00",35245,13.57,6.242,"",""," 51,  286273, -150228, 9999, 9999, 9999, 20.396558, -0.405518,  -283  "," 64, -276084,  295347, 9999, 9999, 9999, 12.663385,  -2.23877, -2650  ","  2, -257580,   94150, -233, 3729,  460,  1.894117, -3.490723, -4030  "
"2015-07-13 08:50:00",35246,13.57,6.701,"",""," 51,  286237, -150228, 9999, 9999, 9999, 20.396512,  -0.38623,  -287  "," 64, -275997,  295366, 9999, 9999, 9999, 12.690841,  -2.23877, -2650  ","  2, -257638,   94102, -234, 3727,  460,  1.896299, -3.490723, -4034  "
"2015-07-13 09:00:00",35247,13.57,7.094,"",""," 51,  286270, -150196, 9999, 9999, 9999, 20.401041, -0.405518,  -283  "," 64, -276056,  295322, 9999, 9999, 9999, 12.651494, -2.294434, -2654  ","  2, -257604,   94181, -235, 3728,  457,  1.896988, -3.529541, -4034  "
"2015-07-13 09:10:00",35248,13.58,7.487,"",""," 51,  286282, -150238, 9999, 9999, 9999, 20.402305, -0.367187,  -279  "," 64, -276010,  295364, 9999, 9999, 9999, 12.675737,  -2.23877, -2659  ","  2, -257573,   94171, -233, 3729,  456,  1.895147, -3.490723, -4030  "
"2015-07-13 09:20:00",35249,13.59,7.839,"",""," 51,  286269, -150279, 9999, 9999, 9999, 20.397092, -0.405518,  -279  "," 64, -276108,  295368, 9999, 9999, 9999, 12.667909,  -2.23877, -2646  ","  2, -257608,   94152, -237, 3728,  459,  1.896965, -3.529541, -4039  "
"2015-07-13 09:30:00",35250,13.6,8.23,"",""," 51,  286265, -150224, 9999, 9999, 9999, 20.398658, -0.367187,  -275  "," 64, -276081,  295438, 9999, 9999, 9999, 12.676483, -2.258057, -2641  ","  2, -257617,   94197, -236, 3729,  457,  1.895094, -3.471436, -4039  "
"2015-07-13 09:40:00",35251,13.6,8.61,"",""," 51,  286317, -150248, 9999, 9999, 9999, 20.398061,  -0.38623,  -283  "," 64, -276120,  295476, 9999, 9999, 9999, 12.664199, -2.278076, -2650  ","  2, -257594,   94164, -238, 3728,  459,  1.896152, -3.490723, -4026  "
"2015-07-13 09:50:00",35252,13.59,9.01,"",""," 51,  286284, -150250, 9999, 9999, 9999, 20.396741,  -0.38623,  -275  "," 64, -276086,  295501, 9999, 9999, 9999, 12.667852, -2.258057, -2650  ","  2, -257579,   94154, -235, 3731,  455,  1.894783, -3.471436, -4030  "
"2015-07-13 10:00:00",35253,13.57,9.44,"",""," 51,  286300, -150245, 9999, 9999, 9999, 20.399015, -0.405518,  -275  "," 64, -276185,  295414, 9999, 9999, 9999,  12.66765,  -2.23877, -2646  ","  2, -257613,   94167, -237, 3730,  454,  1.895735, -3.471436, -4030  "
"2015-07-13 10:10:00",35254,13.6,9.86,"",""," 51,  286305, -150257, 9999, 9999, 9999, 20.398603,  -0.38623,  -279  "," 64, -276178,  295489, 9999, 9999, 9999, 12.672067, -2.258057, -2641  ","  2, -257593,   94208, -235, 3730,  456,  1.896698, -3.510254, -4026  "
"2015-07-13 10:20:00",35255,13.58,10.2,"",""," 51,  286341, -150271, 9999, 9999, 9999, 20.397138,  -0.38623,  -279  "," 64, -276151,  295449, 9999, 9999, 9999, 12.647199, -2.274902, -2654  ","  2, -257592,   94160, -236, 3724,  458,  1.898512, -3.529541, -4030  "
"2015-07-13 10:30:00",35256,13.6,10.61,"","",""," 64, -276195,  295491, 9999, 9999, 9999,  12.67645, -2.258057, -2650  ","  2, -257609,   94172, -238, 3726,  458,  1.895023, -3.490723, -4034  "
"2015-07-13 10:40:00",35257,13.59,11.04,"",""," 51,  286318, -150299, 9999, 9999, 9999, 20.395906,  -0.38623,  -279  "," 64, -276173,  295527, 9999, 9999, 9999, 12.657751, -2.274902, -2654  ","  2, -257594,   94182, -235, 3727,  458,  1.896067, -3.490723, -4030  "
"2015-07-13 10:50:00",35258,13.59,11.49,"",""," 51,  286350, -150303, 9999, 9999, 9999, 20.395484, -0.424561,  -279  "," 64, -276246,  295435, 9999, 9999, 9999, 12.665433,  -2.23877, -2650  ","  2, -257623,   94182, -236, 3728,  457,  1.894735, -3.490723, -4039  "
"2015-07-13 11:00:00",35259,13.59,11.86,"",""," 51,  286334, -150314, 9999, 9999, 9999,  20.39285, -0.405518,  -283  "," 64, -276240,  295558, 9999, 9999, 9999,  12.66065, -2.314453, -2650  ","  2, -257608,   94186, -238, 3725,  461,  1.897583, -3.490723, -4034  "
"2015-07-13 11:10:00",35260,13.59,12.21,"",""," 51,  286390, -150297, 9999, 9999, 9999, 20.391633, -0.405518,  -275  "," 64, -276201,  295557, 9999, 9999, 9999, 12.653675, -2.274902, -2659  ","  2, -257635,   94152, -239, 3726,  461,  1.898083, -3.510254, -4034  "
"2015-07-13 11:20:00",35261,13.59,12.58,"",""," 51,  286330, -150314, 9999, 9999, 9999, 20.390565, -0.405518,  -275  "," 64, -276224,  295598, 9999, 9999, 9999,  12.66967,  -2.23877, -2646  ","  2, -257662,   94156, -241, 3729,  462,  1.895637, -3.510254, -4030  "
"2015-07-13 11:30:00",35262,13.59,13,"",""," 51,  286336, -150301, 9999, 9999, 9999,  20.38647, -0.367187,  -275  "," 64, -276222,  295551, 9999, 9999, 9999, 12.676155,  -2.23877, -2654  ","  2, -257602,   94191, -247, 3729,  461,  1.895081, -3.490723, -4039  "
"2015-07-13 11:40:00",35263,13.61,13.38,"",""," 51,  286354, -150313, 9999, 9999, 9999, 20.386289,  -0.38623,  -275  "," 64, -276277,  295571, 9999, 9999, 9999, 12.667163, -2.258057, -2641  ","  2, -257587,   94194, -245, 3735,  456,  1.894117, -3.490723, -4039  "
"2015-07-13 11:50:00",35264,13.59,13.73,"",""," 51,  286366, -150361, 9999, 9999, 9999,   20.3845, -0.405518,  -283  "," 64, -276165,  295553, 9999, 9999, 9999, 12.680198, -2.258057, -2646  ","  2, -257630,   94227, -242, 3732,  452,  1.896828, -3.439941, -4039  "
"2015-07-13 12:00:00",35265,13.59,14.13,"",""," 51,  286374, -150303, 9999, 9999, 9999, 20.386617, -0.405518,  -279  "," 64, -276240,  295579, 9999, 9999, 9999, 12.687068, -2.258057, -2659  ","  2, -257614,   94216, -242, 3730,  452,  1.898701, -3.510254, -4030  "
"2015-07-13 12:10:00",35266,13.59,14.61,"","",""," 64, -276235,  295601, 9999, 9999, 9999, 12.676572,  -2.23877, -2646  ","  2, -257613,   94213, -241, 3730,  450,  1.898073, -3.490723, -4030  "
"2015-07-13 12:20:00",35267,13.59,15.04,"",""," 51,  286403, -150310, 9999, 9999, 9999, 20.379514,  -0.38623,  -287  "," 64, -276298,  295581, 9999, 9999, 9999, 12.689228, -2.258057, -2646  ","  2, -257662,   94201, -239, 3735,  452,  1.892912, -3.471436, -4030  "
"2015-07-13 12:30:00",35268,13.61,15.48,"",""," 51,  286404, -150350, 9999, 9999, 9999, 20.375928,  -0.38623,  -270  "," 64, -276367,  295582, 9999, 9999, 9999, 12.676326, -2.258057, -2646  ","  2, -257618,   94245, -239, 3733,  454,  1.894215, -3.490723, -4030  "
"2015-07-13 12:40:00",35269,13.59,16.04,"",""," 51,  286422, -150314, 9999, 9999, 9999, 20.371717,  -0.38623,  -279  "," 64, -276269,  295556, 9999, 9999, 9999, 12.677692,  -2.21875, -2646  ","  2, -257678,   94214, -241, 3733,  450,  1.892437, -3.490723, -4034  "
"2015-07-13 12:50:00",35270,13.59,16.66,"",""," 51,  286404, -150360, 9999, 9999, 9999, 20.368597, -0.405518,  -270  "," 64, -276263,  295639, 9999, 9999, 9999, 12.651607, -2.294434, -2654  ","  2, -257666,   94231, -238, 3725,  450,   1.89683, -3.490723, -4030  "
"2015-07-13 13:00:00",35271,13.6,17.26,"",""," 51,  286425, -150392, 9999, 9999, 9999, 20.370927,  -0.38623,  -283  "," 64, -276216,  295610, 9999, 9999, 9999, 12.676614, -2.258057, -2646  ","  2, -257643,   94177, -235, 3732,  452,   1.89772, -3.490723, -4039  "
"2015-07-13 13:10:00",35272,13.6,17.87,"",""," 51,  286418, -150331, 9999, 9999, 9999, 20.369415, -0.367187,  -275  "," 64, -276280,  295670, 9999, 9999, 9999, 12.656068, -2.294434, -2641  ","  2, -257658,   94228, -241, 3729,  453,  1.894117, -3.490723, -4039  "
"2015-07-13 13:20:00",35273,13.61,18.4,"",""," 51,  286420, -150424, 9999, 9999, 9999, 20.365674,  -0.38623,  -283  "," 64, -276341,  295630, 9999, 9999, 9999, 12.655593, -2.258057, -2659  ","  2, -257677,   94199, -242, 3729,  455,  1.896271, -3.490723, -4030  "
"2015-07-13 13:30:00",35274,13.6,18.97,"",""," 51,  286439, -150362, 9999, 9999, 9999, 20.359483,  -0.38623,  -275  "," 64, -276328,  295651, 9999, 9999, 9999, 12.665803, -2.258057, -2654  ","  2, -257654,   94237, -244, 3729,  455,  1.896299, -3.490723, -4034  "
"2015-07-13 13:40:00",35275,13.61,19.6,"",""," 51,  286470, -150389, 9999, 9999, 9999, 20.357412,  -0.38623,  -275  "," 64, -276322,  295644, 9999, 9999, 9999, 12.675142, -2.258057, -2646  ","  2, -257650,   94237, -244, 3736,  453,  1.895327, -3.490723, -4034  "
"2015-07-13 13:50:00",35276,13.6,20.18,"",""," 51,  286477, -150409, 9999, 9999, 9999, 20.353342,  -0.38623,  -270  "," 64, -276334,  295674, 9999, 9999, 9999,   12.6769, -2.278076, -2650  ","  2, -257665,   94259, -250, 3737,  451,   1.89814, -3.490723, -4039  "
"2015-07-13 14:00:00",35277,13.61,20.77,"",""," 51,  286471, -150401, 9999, 9999, 9999, 20.355211,  -0.38623,  -279  "," 64, -276327,  295687, 9999, 9999, 9999, 12.693025,  -2.23877, -2646  ","  2, -257682,   94243, -247, 3735,  448,  1.895273, -3.490723, -4034  "
"2015-07-13 14:10:00",35278,13.61,21.4,"",""," 51,  286496, -150407, 9999, 9999, 9999, 20.354961, -0.367187,  -279  "," 64, -276363,  295726, 9999, 9999, 9999, 12.641416, -2.294434, -2650  ","  2, -257680,   94234, -248, 3736,  451,  1.900787, -3.510254, -4034  "
"2015-07-13 14:20:00",35279,13.62,22.03,"",""," 51,  286464, -150417, 9999, 9999, 9999, 20.356246, -0.424561,  -275  "," 64, -276437,  295713, 9999, 9999, 9999, 12.652217, -2.314453, -2654  ","  2, -257727,   94238, -249, 3738,  451,  1.896334, -3.490723, -4026  "
"2015-07-13 14:30:00",35280,13.62,22.64,"",""," 51,  286453, -150394, 9999, 9999, 9999, 20.355283,  -0.38623,  -275  "," 64, -276410,  295749, 9999, 9999, 9999, 12.665651, -2.258057, -2646  ","  2, -257692,   94237, -252, 3736,  450,  1.895372, -3.490723, -4030  "
"2015-07-13 14:40:00",35281,13.62,23.32,"",""," 51,  286521, -150413, 9999, 9999, 9999, 20.356294, -0.405518,  -279  "," 64, -276455,  295714, 9999, 9999, 9999, 12.620157, -2.274902, -2654  ","  2, -257694,   94256, -249, 3735,  447,   1.89443, -3.490723, -4034  "
"2015-07-13 14:50:00",35282,13.62,23.99,"",""," 51,  286483, -150478, 9999, 9999, 9999, 20.357082, -0.367187,  -275  "," 64, -276443,  295752, 9999, 9999, 9999, 12.541337, -2.274902, -2650  ","  2, -257694,   94300, -250, 3737,  450,  1.895731, -3.490723, -4030  "
"2015-07-13 15:00:00",35283,13.62,24.69,"",""," 51,  286496, -150459, 9999, 9999, 9999, 20.358499, -0.405518,  -279  "," 64, -276388,  295774, 9999, 9999, 9999, 12.566713, -2.274902, -2654  ","  2, -257729,   94262, -248, 3736,  448,  1.895245, -3.490723, -4026  "
"2015-07-13 15:10:00",35284,13.63,25.43,"",""," 51,  286509, -150461, 9999, 9999, 9999, 20.358016, -0.367187,  -279  "," 64, -276491,  295756, 9999, 9999, 9999, 12.558128, -2.274902, -2650  ","  2, -257716,   94286, -249, 3733,  452,  1.893276, -3.452148, -4030  "
"2015-07-13 15:20:00",35285,13.63,26.19,"",""," 51,  286498, -150460, 9999, 9999, 9999, 20.357549,  -0.38623,  -279  "," 64, -276457,  295774, 9999, 9999, 9999,  12.53313, -2.294434, -2659  ","  2, -257698,   94290, -253, 3732,  453,  1.895174, -3.439941, -4034  "
"2015-07-13 15:30:00",35286,13.62,26.9,"",""," 51,  286549, -150432, 9999, 9999, 9999, 20.362192,  -0.38623,  -275  "," 64, -276447,  295800, 9999, 9999, 9999,  12.54766, -2.274902, -2641  ","  2, -257709,   94281, -255, 3732,  457,  1.897757, -3.471436, -4034  "
"2015-07-13 15:40:00",35287,13.63,27.53,"",""," 51,  286516, -150476, 9999, 9999, 9999, 20.360363, -0.424561,  -279  "," 64, -276488,  295748, 9999, 9999, 9999, 12.615341, -2.274902, -2646  ","  2, -257733,   94251, -254, 3728,  455,  1.898357, -3.490723, -4034  "
"2015-07-13 15:50:00",35288,13.62,28.04,"",""," 51,  286548, -150460, 9999, 9999, 9999, 20.364826, -0.348145,  -279  "," 64, -276466,  295846, 9999, 9999, 9999, 12.560325, -2.274902, -2646  ","  2, -257711,   94268, -253, 3726,  456,  1.895132, -3.490723, -4034  "
"2015-07-13 16:00:00",35289,13.63,28.43,"",""," 51,  286529, -150494, 9999, 9999, 9999, 20.365438,  -0.38623,  -279  "," 64, -276542,  295811, 9999, 9999, 9999, 12.583354, -2.314453, -2654  ","  2, -257742,   94270, -251, 3722,  456,  1.895678, -3.510254, -4034  "
"2015-07-13 16:10:00",35290,13.63,28.82,"",""," 51,  286520, -150483, 9999, 9999, 9999, 20.367324, -0.367187,  -275  "," 64, -276532,  295804, 9999, 9999, 9999, 12.695541, -2.258057, -2637  ","  2, -257722,   94242, -253, 3723,  451,  1.893663, -3.490723, -4030  "
"2015-07-13 16:20:00",35291,13.64,29.28,"",""," 51,  286526, -150494, 9999, 9999, 9999, 20.369668, -0.405518,  -283  "," 64, -276521,  295849, 9999, 9999, 9999, 12.579153, -2.274902, -2650  ","  2, -257731,   94262, -253, 3723,  454,   1.89677, -3.490723, -4034  "
"2015-07-13 16:30:00",35292,13.64,29.92,"",""," 51,  286542, -150531, 9999, 9999, 9999, 20.371339,  -0.38623,  -275  "," 64, -276580,  295925, 9999, 9999, 9999, 12.556566, -2.294434, -2654  ","  2, -257750,   94291, -254, 3723,  451,  1.893061, -3.490723, -4030  "
"2015-07-13 16:40:00",35293,13.64,30.57,"",""," 51,  286585, -150497, 9999, 9999, 9999, 20.373933,  -0.38623,  -283  "," 64, -276589,  295881, 9999, 9999, 9999,  12.55595, -2.294434, -2646  ","  2, -257760,   94317, -252, 3728,  453,  1.897152, -3.490723, -4026  "
"2015-07-13 16:50:00",35294,13.64,31.16,"",""," 51,  286570, -150533, 9999, 9999, 9999, 20.365489, -0.367187,  -270  "," 64, -276628,  295836, 9999, 9999, 9999, 12.524209, -2.274902, -2646  ","  2, -257716,   94308, -257, 3726,  453,  1.898142, -3.490723, -4030  "
"2015-07-13 17:00:00",35295,13.65,31.62,"",""," 51,  286549, -150546, 9999, 9999, 9999, 20.373136, -0.405518,  -279  "," 64, -276632,  295917, 9999, 9999, 9999, 12.543107, -2.254883, -2654  ","  2, -257726,   94311, -261, 3726,  450,   1.89789, -3.490723, -4026  "
"2015-07-13 17:10:00",35296,13.65,32.12,"",""," 51,  286588, -150531, 9999, 9999, 9999,  20.37589,  -0.38623,  -283  "," 64, -276585,  295881, 9999, 9999, 9999, 12.526924, -2.294434, -2633  ","  2, -257751,   94306, -257, 3726,  450,  1.894218, -3.490723, -4039  "
"2015-07-13 17:20:00",35297,13.64,32.55,"",""," 51,  286540, -150550, 9999, 9999, 9999, 20.375583, -0.367187,  -279  "," 64, -276630,  295918, 9999, 9999, 9999, 12.563657, -2.254883, -2650  ","  2, -257807,   94259, -258, 3721,  452,  1.894121, -3.490723, -4026  "
"2015-07-13 17:30:00",35298,13.65,32.95,"",""," 51,  286612, -150564, 9999, 9999, 9999, 20.376811, -0.424561,  -279  "," 64, -276589,  295841, 9999, 9999, 9999, 12.690937, -2.258057, -2646  ","  2, -257797,   94311, -258, 3718,  453,   1.90036, -3.490723, -4039  "
"2015-07-13 17:40:00",35299,13.65,33.29,"",""," 51,  286627, -150536, 9999, 9999, 9999, 20.376401, -0.405518,  -279  "," 64, -276648,  296024, 9999, 9999, 9999, 12.562623, -2.294434, -2659  ","  2, -257745,   94328, -256, 3718,  454,  1.893959, -3.490723, -4030  "
"2015-07-13 17:50:00",35300,13.65,33.59,"","",""," 64, -276604,  295935, 9999, 9999, 9999, 12.553943, -2.274902, -2646  ","  2, -257734,   94329, -256, 3716,  455,  1.894688, -3.510254, -4026  "
"2015-07-13 18:00:00",35301,13.65,33.89,"",""," 51,  286604, -150555, 9999, 9999, 9999, 20.375955,  -0.38623,  -279  "," 64, -276646,  295957, 9999, 9999, 9999, 12.549806, -2.274902, -2654  ","  2, -257792,   94320, -257, 3712,  459,  1.893745, -3.471436, -4030  "
"2015-07-13 18:10:00",35302,13.66,34.15,"",""," 51,  286609, -150564, 9999, 9999, 9999, 20.376531,  -0.38623,  -270  "," 64, -276690,  295981, 9999, 9999, 9999,  12.52857, -2.274902, -2659  ","  2, -257778,   94377, -255, 3717,  456,  1.895353, -3.549561, -4034  "
"2015-07-13 18:20:00",35303,13.65,34.31,"",""," 51,  286577, -150538, 9999, 9999, 9999, 20.379098,  -0.38623,  -283  "," 64, -276695,  296044, 9999, 9999, 9999,   12.5372, -2.274902, -2650  ","  2, -257783,   94301, -254, 3718,  464,  1.894789, -3.510254, -4034  "
"2015-07-13 18:30:00",35304,13.66,34.46,"",""," 51,  286649, -150606, 9999, 9999, 9999,  20.38586, -0.367187,  -279  "," 64, -276729,  295968, 9999, 9999, 9999, 12.554447, -2.294434, -2659  ","  2, -257768,   94326, -254, 3714,  464,  1.894686, -3.510254, -4030  "
"2015-07-13 18:40:00",35305,13.66,34.54,"",""," 51,  286600, -150626, 9999, 9999, 9999, 20.381748, -0.367187,  -279  "," 64, -276732,  296039, 9999, 9999, 9999, 12.564662, -2.274902, -2641  ","  2, -257757,   94360, -257, 3716,  464,  1.894655, -3.510254, -4039  "
"2015-07-13 18:50:00",35306,13.66,34.69,"",""," 51,  286632, -150584, 9999, 9999, 9999, 20.388261,  -0.38623,  -279  "," 64, -276714,  296011, 9999, 9999, 9999, 12.551858, -2.274902, -2646  ","  2, -257804,   94292, -257, 3717,  462,  1.894573, -3.490723, -4034  "
"2015-07-13 19:00:00",35307,13.67,34.93,"",""," 51,  286691, -150600, 9999, 9999, 9999, 20.388319,  -0.38623,  -279  "," 64, -276776,  296054, 9999, 9999, 9999, 12.554077, -2.274902, -2650  ","  2, -257769,   94344, -255, 3718,  464,  1.895481, -3.471436, -4034  "
"2015-07-13 19:10:00",35308,13.68,35.24,"",""," 51,  286668, -150620, 9999, 9999, 9999, 20.398302,  -0.38623,  -270  "," 64, -276805,  296057, 9999, 9999, 9999, 12.528223, -2.254883, -2650  ","  2, -257768,   94353, -255, 3718,  464,  1.895613, -3.490723, -4030  "
"2015-07-13 19:20:00",35309,13.68,35.56,"",""," 51,  286647, -150619, 9999, 9999, 9999, 20.396991, -0.367187,  -279  "," 64, -276772,  296074, 9999, 9999, 9999, 12.551139, -2.274902, -2654  ","  2, -257762,   94342, -257, 3720,  467,   1.89415, -3.490723, -4026  "
"2015-07-13 19:30:00",35310,13.69,35.71,"",""," 51,  286643, -150633, 9999, 9999, 9999, 20.384084,  -0.38623,  -279  "," 64, -276778,  296102, 9999, 9999, 9999, 12.513818, -2.274902, -2659  ","  2, -257838,   94351, -261, 3717,  476,  1.896891, -3.510254, -4026  "
"2015-07-13 19:40:00",35311,13.67,35.84,"",""," 51,  286672, -150636, 9999, 9999, 9999, 20.381708, -0.405518,  -283  "," 64, -276762,  296086, 9999, 9999, 9999, 12.540462, -2.294434, -2654  ","  2, -257800,   94351, -264, 3719,  475,  1.894558, -3.510254, -4034  "
"2015-07-13 19:50:00",35312,13.66,35.8,"",""," 51,  286634, -150675, 9999, 9999, 9999,  20.38486, -0.348145,  -283  "," 64, -276787,  296166, 9999, 9999, 9999, 12.547691, -2.274902, -2646  ","  2, -257825,   94356, -262, 3721,  471,  1.893011, -3.490723, -4030  "
"2015-07-13 20:00:00",35313,13.67,35.24,"",""," 51,  286666, -150662, 9999, 9999, 9999, 20.382154,  -0.38623,  -270  "," 64, -276808,  296067, 9999, 9999, 9999, 12.518486, -2.294434, -2646  ","  2, -257835,   94364, -260, 3723,  469,  1.889702, -3.471436, -4039  "
"2015-07-13 20:10:00",35314,13.66,34.31,"",""," 51,  286697, -150662, 9999, 9999, 9999, 20.379968,  -0.38623,  -279  "," 64, -276878,  296105, 9999, 9999, 9999, 12.560836, -2.294434, -2654  ","  2, -257800,   94359, -257, 3723,  467,  1.896984, -3.490723, -4030  "
"2015-07-13 20:20:00",35315,13.66,33.29,"",""," 51,  286675, -150697, 9999, 9999, 9999, 20.378454, -0.405518,  -275  "," 64, -276811,  296169, 9999, 9999, 9999, 12.535058, -2.274902, -2659  ","  2, -257849,   94346, -255, 3726,  470,  1.893818, -3.471436, -4030  "
"2015-07-13 20:30:00",35316,13.65,32.26,"",""," 51,  286712, -150695, 9999, 9999, 9999, 20.384149,  -0.38623,  -287  "," 64, -276889,  296157, 9999, 9999, 9999, 12.554046, -2.274902, -2659  ","  2, -257785,   94377, -253, 3724,  470,  1.893675, -3.471436, -4039  "
"2015-07-13 20:40:00",35317,13.65,31.19,"",""," 51,  286683, -150693, 9999, 9999, 9999, 20.382089,  -0.38623,  -270  "," 64, -276860,  296132, 9999, 9999, 9999, 12.549871, -2.274902, -2650  ","  2, -257874,   94375, -253, 3723,  470,  1.889069, -3.452148, -4026  "
"2015-07-13 20:50:00",35318,13.66,30.19,"",""," 51,  286707, -150701, 9999, 9999, 9999, 20.383808, -0.367187,  -266  "," 64, -276920,  296128, 9999, 9999, 9999, 12.532987, -2.294434, -2646  ","  2, -257845,   94367, -251, 3723,  468,  1.894117, -3.490723, -4034  "
"2015-07-13 21:00:00",35319,13.65,29.28,"",""," 51,  286709, -150697, 9999, 9999, 9999, 20.390314,  -0.38623,  -275  "," 64, -276899,  296202, 9999, 9999, 9999, 12.594268, -2.274902, -2654  ","  2, -257838,   94396, -250, 3723,  468,  1.891823, -3.490723, -4043  "
"2015-07-13 21:10:00",35320,13.65,28.53,"",""," 51,  286704, -150699, 9999, 9999, 9999, 20.384283, -0.405518,  -283  "," 64, -276892,  296127, 9999, 9999, 9999, 12.663713, -2.258057, -2654  ","  2, -257829,   94392, -251, 3718,  470,  1.894117, -3.490723, -4039  "
"2015-07-13 21:20:00",35321,13.66,28.14,"",""," 51,  286724, -150720, 9999, 9999, 9999, 20.386236,  -0.38623,  -283  "," 64, -276941,  296236, 9999, 9999, 9999, 12.686109,  -2.23877, -2654  ","  2, -257867,   94380, -251, 3721,  470,  1.892311, -3.459473, -4030  "
"2015-07-13 21:30:00",35322,13.66,28.27,"",""," 51,  286714, -150718, 9999, 9999, 9999, 20.387851, -0.367187,  -275  "," 64, -276898,  296188, 9999, 9999, 9999, 12.541273, -2.274902, -2659  ","  2, -257859,   94389, -250, 3723,  469,  1.896166, -3.471436, -4030  "
